thread_id,thread_text,time,cleaned,tweetnlp_topic
p501101841,RUSSIA HAS LAUNCHED A NUKE AT AN ISLAND IN THE BLACK SEA!!!WW3 IS HERE!!!,03/21/25(Fri)14:18:03No.501101841,russia launched nuke island black sea ww ,['news_&_social_concern']
p501103637,"She is objectively nasty, has a world class RBF, and is a TDS nut.Famously, destroyed Sarah Palin with that fish in a barrel interview.Despite this, there is barely anything negative about her found through search results on Google and Youtube. How can she not have hundreds of compilations of her being a cunt???She is also protected on Google search autocomplete...Does anyone have an explanation for the lack of negativity online? Is she a mockingbird asset?",03/21/25(Fri)14:41:06No.501103637,objectively nasty  world class rbf  tds nut famously  destroyed sarah palin fish barrel interview despite  barely anything negative found search results google youtube  hundreds compilations cunt also protected google search autocomplete anyone explanation lack negativity online  mockingbird asset ,"['news_&_social_concern', 'sports']"
p501104439,What are the implications of this?,03/21/25(Fri)14:51:09No.501104439,implications ,['diaries_&_daily_life']
p501101889,https://www.independent.co.uk/news/world/americas/us-politics/trump-commonwealth-offer-us-member-b2719470.html,03/21/25(Fri)14:18:38No.501101889,https www independent co uk news world americas us politics trump commonwealth offer us member b html,['news_&_social_concern']
p501105036,North Sentinel Island hate thread.Hate on these niggers.If you zoom in on pic rel you can see his TBC.,03/21/25(Fri)14:58:22No.501105036,north sentinel island hate thread hate niggers zoom pic rel see tbc ,['news_&_social_concern']
p501106074,"I genuinely fucking hate women and I hate the fact that I am attracted to them still. I wish I didn't have such a high libido because all it seems to be is a huge distraction which causes me to back track in life.But anyways, I have a BPD ex GF who is attempting to sabotage my dumbass any chance she gets. We had first met 3 years ago. she is a Canadian(and fucking 10/10 gorgeous, legitmately the closest thing I've ever seen to Kim Kardashian in person) who over-stayed her traveler's visa and decided to say fuck it and just live in the US(First redflag I ignored).Her familiy is Iranian, Muslim and although being born and raised in Canada, married her first cousin years before she met me and lived in Iran for two years. I only figured out that it was her first cousin when she was explaining her family tree to me and slipped up.WHen we first met on a dating app, it was like imediately we were texting and calling every single day for most of the day. WIthin a week we were hanging out and a week after that sheTwo weeks in, she admitted to being diagnored with BPD, I was well aware of the disorder but felt like I was already in to deep. I had succumbded to a case of bitch dependence.I had brought up to her through text that I was concerned that she would eventually switch up on me due to her BPD and told her to just leave me alone for a few days. She blew up my fucking phone talking about how she never wanted to get like that towards me. Proving to me that she is fully aware of the shit she does but obviously does not care,We keep dating, she moves in with me, things are good but we fight every once in while where she projects the bullshit she does onto me, makes bullshit up, tries to manipulate and control the narriative and this infuriates me to no end.",03/21/25(Fri)15:11:52No.501106074,genuinely fucking hate women hate fact attracted still  wish high libido seems huge distraction causes back track life anyways  bpd ex gf attempting sabotage dumbass chance gets  first met  years ago  canadian fucking   gorgeous  legitmately closest thing ever seen kim kardashian person  stayed traveler visa decided say fuck live us first redflag ignored familiy iranian  muslim although born raised canada  married first cousin years met lived iran two years  figured first cousin explaining family tree slipped first met dating app  like imediately texting calling every single day day  within week hanging week shetwo weeks  admitted diagnored bpd  well aware disorder felt like already deep  succumbded case bitch dependence brought text concerned would eventually switch due bpd told leave alone days  blew fucking phone talking never wanted get like towards  proving fully aware shit obviously care keep dating  moves  things good fight every projects bullshit onto  makes bullshit  tries manipulate control narriative infuriates end ,"['diaries_&_daily_life', 'relationships']"
p501105534,"I have tendies, I'm white and I'll vote republican.",03/21/25(Fri)15:04:38No.501105534,tendies  white vote republican ,['news_&_social_concern']
p501105070,"While everyone was distracted with the pyramid pillar conspiracy theories, Israel has just began their ground invasion of Palestine with the full backing of Donald Trump. Is this the end of Hamas and Palestine as a terrorist base?",03/21/25(Fri)14:58:50No.501105070,everyone distracted pyramid pillar conspiracy theories  israel began ground invasion palestine full backing donald trump  end hamas palestine terrorist base ,['news_&_social_concern']
p501099465,NEW PROPAGANDA JUST DROPPED: https://youtu.be/WQYGcBcEcEU[Embed],03/21/25(Fri)13:47:09No.501099465,new propaganda dropped  https youtu wqygcbceceu embed ,['news_&_social_concern']
p501104654,>government doesn't care how many of them will die>allies don't care>they don't careare ukranians the most hated and worthless nation in the world?,03/21/25(Fri)14:53:48No.501104654, government care many die allies care careare ukranians hated worthless nation world ,['news_&_social_concern']
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179,convinced majority shitalians white  they’re literally brown semitic tomatokikes,['news_&_social_concern']
p501097433,Every 27 days China opens a new nuclear power plant.,03/21/25(Fri)13:19:30No.501097433,every  days china opens new nuclear power plant ,"['news_&_social_concern', 'science_&_technology']"
p501106782,Amerimutt post of the day.,03/21/25(Fri)15:21:19No.501106782,amerimutt post day ,['diaries_&_daily_life']
p501103794,"""White people"" isn't even a real thing. We're literally all different. ""White"" is just a step toward Globalism. Be yourself, reabsorb the agency you're feeding to this psyopped phantom, and make your own actual acheivements instead of ""identifying"" with some acheivements of bygone eras.",03/21/25(Fri)14:42:55No.501103794, white people  even real thing  literally different   white  step toward globalism   reabsorb agency feeding psyopped phantom  make actual acheivements instead  identifying  acheivements bygone eras ,['news_&_social_concern']
p501101824,"Pic related is the future. We need each other. Germany has no chance to reach world power level without the rest of us (location, population, economy) and the rest of us will remain irrelevant and an easy target of the Jew without an uncucked Germany.>GDP at 6,2 trillion USD, with potential to grow even bigger>Population (post deportation) at 110 million>Capital being Berlin, German being Lingua Franca>Industry>Nature>Population>Access to polar areas>Agriculture44/118 periodic table discoveries would have been Germanic, and we would have 208 total Nobel Laureates in all field.The only real issue is language - which isn't even a problem if we just create a functioning, representative state (look at India, China, Nigeria etc. They work in practise but not on paper – why? Because in spite of their language differences they aren’t even ethnically the same – we would be, brothers):All above and much, much more. We are literally the greatest people of all time. We could be self-sufficient in all areas. A Germanic Homeland, with the potential to become a great power both militarily and economically, and which already is by far in fields of culture and history, would allow us to preserve our people in a hostile world. It would allow us to counter the threads of China, India, the islamic world, the United States, Russia. I think it needs to be a serious option. All Germanics should care about their own Volk, and it extends beyond the present day borders we live in. Our people’s best interest are served by creating a cultural and strong sphere not influenced by foreign powers, backed up by a defence force that is capable of keeping us safe. That is what our Germanic State would be. No radical change in any culture, but a guarantee that we can develop our own culture without any foreigners influencing or altering it.>Scandinavian ""Tyskland"", German ""Deutschland"" and Dutch ""Duitsland"" all mean ""Land of the people"" originally",03/21/25(Fri)14:17:50No.501101824,pic related future  need  germany chance reach world power level without rest us  location  population  economy  rest us remain irrelevant easy target jew without uncucked germany gdp   trillion usd  potential grow even bigger population  post deportation   million capital berlin  german lingua franca industry nature population access polar areas agriculture  periodic table discoveries would germanic  would  total nobel laureates field real issue language   even problem create functioning  representative state  look india  china  nigeria etc  work practise paper –  spite language differences aren’t even ethnically – would  brothers much  much  literally greatest people time  could self sufficient areas  germanic homeland  potential become great power militarily economically  already far fields culture history  would allow us preserve people hostile world  would allow us counter threads china  india  islamic world  united states  russia  think needs serious option  germanics care volk  extends beyond present day borders live  people’s best interest served creating cultural strong sphere influenced foreign powers  backed defence force capable keeping us safe  germanic state would  radical change culture  guarantee develop culture without foreigners influencing altering scandinavian  tyskland  german  deutschland  dutch  duitsland  mean  land people  originally,"['business_&_entrepreneurs', 'news_&_social_concern']"
p501105606,>enter /chug/ thread>talk shit about russians and call them non-whites>enter /uhg/ thread>talk shit about ukrainians and call them non- white>infiniteseetheglitch.jpgits so easy,03/21/25(Fri)15:05:37No.501105606, enter  chug  thread talk shit russians call non whites enter  uhg  thread talk shit ukrainians call non  white infiniteseetheglitch jpgits easy,['news_&_social_concern']
p501105978,>studied hard>Had a shit office job but make good money>Have a son with wife at 25 because muh legacy meme>Didn't know you have a 1/36 chance of autist son (and increasing every year)(if you take all severe disabilities you have 5-10% depending of the country)>He is sever autist (you can't detect severe autism during pregnacy)>He is 9yo>Can't talk only makes weird noises>Only play with baby toys>He have to wear diapers because somedays he refuses to go to the bath>Some days he becomes agresive and destroys the house>He only sleeps 3-4h>No sex with wife (sex drive goes to 0 when you don't sleep a full night for years)>Only fun thing of my life is playing some vidya in the bus to work>Regret not being a comfy happy neet.,03/21/25(Fri)15:10:41No.501105978, studied hard shit office job make good money son wife  muh legacy meme know   chance autist son  increasing every year take severe disabilities    depending country sever autist  detect severe autism pregnacy yo talk makes weird noises play baby toys wear diapers somedays refuses go bath days becomes agresive destroys house sleeps  h sex wife  sex drive goes  sleep full night years fun thing life playing vidya bus work regret comfy happy neet ,"['diaries_&_daily_life', 'family']"
p501103671,What was the point of Assad?,03/21/25(Fri)14:41:32No.501103671,point assad ,[]
p501100424,"These morons were using the wrong glue.>Tesla has been forced to recall every Cybertruck it has ever sold after safety regulators raised an issue with the glue used to attach one of its stainless steel panels.>The US National Highway Traffic Safety Administration (NHTSA) will oversee the recall of 46,100 Cybertrucks, marking the eighth recall for Tesla’s electric pickup truck since deliveries to customers began just over a year ago.>A report from the NHTSA warned that an exterior panel that runs along the left and right side of the windscreen can detach while driving, creating a hazard for other drivers.https://www.the-independent.com/tech/tesla-cybertruck-recall-glue-panels-musk-b2719222.htmlRemind me why it's ""illegal"" to boycott these death traps again?",03/21/25(Fri)14:00:29No.501100424,morons using wrong glue tesla forced recall every cybertruck ever sold safety regulators raised issue glue used attach one stainless steel panels us national highway traffic safety administration  nhtsa  oversee recall   cybertrucks  marking eighth recall tesla’s electric pickup truck since deliveries customers began year ago report nhtsa warned exterior panel runs along left right side windscreen detach driving  creating hazard drivers https www independent com tech tesla cybertruck recall glue panels musk b htmlremind  illegal  boycott death traps ,"['business_&_entrepreneurs', 'news_&_social_concern']"
p501104660,Denmark is the best country in Europe and I'm tired of pretending it's not.,03/21/25(Fri)14:53:50No.501104660,denmark best country europe tired pretending ,['sports']
p501105839,Trump didn't make any remarks about this dude's outfit uh. Wear a suit or else I'm going INSANEEEEEEE. HAVE YOU SAID THANKS? AAAAAAH,03/21/25(Fri)15:08:39No.501105839,trump make remarks dude outfit uh  wear suit else going insaneeeeeee  said thanks  aaaaaah,"['celebrity_&_pop_culture', 'fashion_&_style', 'news_&_social_concern']"
p501088511,Can you go too far with a whore?,03/21/25(Fri)11:19:06No.501088511,go far whore ,[]
p501089839,"Sorry Britbros, but coffee is so much more delicious than tea. I'm on my 10th cup for the day. Black, of course. No sugar. The only way to drink coffee.",03/21/25(Fri)11:37:42No.501089839,sorry britbros  coffee much delicious tea  th cup day  black  course  sugar  way drink coffee ,"['diaries_&_daily_life', 'food_&_dining']"
p501103732,Wikipedia refuses to recognize English as the official US Language,03/21/25(Fri)14:42:17No.501103732,wikipedia refuses recognize english official us language,['science_&_technology']
p501104620,.,03/21/25(Fri)14:53:18No.501104620, ,
p501104470,"Really?, look at it!!You are telling me that somebody bought this fucking shit?? Get the fuck out of here!!!",03/21/25(Fri)14:51:32No.501104470,really  look telling somebody bought fucking shit  get fuck ,['diaries_&_daily_life']
p501100625,Reminder that you WILL be labeled as a traitor for not supporting this.,03/21/25(Fri)14:02:52No.501100625,reminder labeled traitor supporting ,['news_&_social_concern']
p501106782,Amerimutt post of the day.,03/21/25(Fri)15:21:19No.501106782,amerimutt post day ,['diaries_&_daily_life']
p501051364,MORE DOCSITS RELEVANTISRAELI NUCLEAR PROGRAM SPOTTEDhttps://www.archives.gov/files/research/jfk/releases/2025/0318/206-10001-10012.pdf (pg5),03/20/25(Thu)22:32:38No.501051364,docsits relevantisraeli nuclear program spottedhttps www archives gov files research jfk releases      pdf  pg ,"['news_&_social_concern', 'science_&_technology']"
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179,convinced majority shitalians white  they’re literally brown semitic tomatokikes,['news_&_social_concern']
p501105887,RAF now have the F-47 technology. No more illegal military experimentation on us! Nato pilot is DEAD,03/21/25(Fri)15:09:23No.501105887,raf f  technology  illegal military experimentation us  nato pilot dead,"['news_&_social_concern', 'science_&_technology']"
p501079694,,03/21/25(Fri)08:55:59No.501079694,,
p501099426,You can't be racist and pagan.You can't be pro-white and pagan.You can't be pro-christian and pagan.You can't be anti-semetic and pagan.You can't be a nazi and a pagan at the same time.,03/21/25(Fri)13:46:30No.501099426,racist pagan pro white pagan pro christian pagan anti semetic pagan nazi pagan time ,['news_&_social_concern']
p501106009,The average european city in current year,03/21/25(Fri)15:10:58No.501106009,average european city current year,['sports']
p501097433,Every 27 days China opens a new nuclear power plant.,03/21/25(Fri)13:19:30No.501097433,every  days china opens new nuclear power plant ,"['news_&_social_concern', 'science_&_technology']"
p501092555,"Protestantism is to me a sort of anti-religion. Over the course of its existence, it has shattered the cultural patrimony of Europe and denuded Christianity of all its venerable religious traditions. It led Europeans down a slippery slope that passed by Liberalism, Deism and the so-called Enlightenment and crapped us out in Nihilismland, where marxist thugs, satanists and positivist pointyheads all putt about. I can't imagine why anyone wanting to convert to Christianity would choose a protestant denomination as their first preference.",03/21/25(Fri)12:13:04No.501092555,protestantism sort anti religion  course existence  shattered cultural patrimony europe denuded christianity venerable religious traditions  led europeans slippery slope passed liberalism  deism called enlightenment crapped us nihilismland  marxist thugs  satanists positivist pointyheads putt  imagine anyone wanting convert christianity would choose protestant denomination first preference ,['news_&_social_concern']
p501096289,Poilievre is afraid...he has no policy. The conservatives have no policy; they look at the opinion polls and then try to softball pander to the polls instead of having real plans and real leadership. Poilievre caved on the vax tyranny. Poilievre is sucking Hindu ass for votes...Poilievre has never been anything more than a politician. He's never worked in the free enterprise sector...https://www.youtube.com/watch?v=Kwg3BIwpZLE[Embed],03/21/25(Fri)13:04:16No.501096289,poilievre afraid policy  conservatives policy  look opinion polls try softball pander polls instead real plans real leadership  poilievre caved vax tyranny  poilievre sucking hindu ass votes poilievre never anything politician  never worked free enterprise sector https www youtube com watch v kwgbiwpzle embed ,['news_&_social_concern']
p501093934,What now /pol/ what now!.....,03/21/25(Fri)12:31:56No.501093934, pol  ,['diaries_&_daily_life']
p501064137,"I'm proud of Ukrainians for inflicting so much pain and suffering on scum fuck Russians invading Europe.It has been a joy to watch all the gore kino, I literally feel high when I watch Russian invaders suffer, Schadenfreude is one hell of a drug.Russians should learn not to fuck with Europeans.",03/21/25(Fri)02:52:06No.501064137,proud ukrainians inflicting much pain suffering scum fuck russians invading europe joy watch gore kino  literally feel high watch russian invaders suffer  schadenfreude one hell drug russians learn fuck europeans ,['news_&_social_concern']
p501102063,Are the orcs responsible for what Sauron orders them?Pic unrelated,03/21/25(Fri)14:20:49No.501102063,orcs responsible sauron orders pic unrelated,['diaries_&_daily_life']
p501104542,SAY HIS NAME,03/21/25(Fri)14:52:17No.501104542,say name,[]
p501103273,I still dont know what a hooknose is supposed to look like and what part of the nose hooks. Can someone show me a jewish nose and circle the jewish part? I know whites with massive bird beaks and bogged nose bridges but you guys say thats a roman nose.,03/21/25(Fri)14:36:45No.501103273,still dont know hooknose supposed look like part nose hooks  someone show jewish nose circle jewish part  know whites massive bird beaks bogged nose bridges guys say thats roman nose ,['diaries_&_daily_life']
p501104766,They're afraid of fairy tales.,03/21/25(Fri)14:55:11No.501104766,afraid fairy tales ,['arts_&_culture']
p501081505,>make a nigger slave turned sword holder a Samurai>make him have sex with Japanese royalty>make him destroy Shinto shrines>make him kill actual Samurai>make japanese people non binary>make a white man an antagonist of the gameWhy would Indians do this? What do they have against Japan?,03/21/25(Fri)09:30:35No.501081505, make nigger slave turned sword holder samurai make sex japanese royalty make destroy shinto shrines make kill actual samurai make japanese people non binary make white man antagonist gamewhy would indians  japan ,['news_&_social_concern']
p501102264,Why would the government hide UFOs? Who cares if aliens visited,03/21/25(Fri)14:23:30No.501102264,would government hide ufos  cares aliens visited,['news_&_social_concern']
p501105906,>Make America Great Again means Make American Great Britain Again,03/21/25(Fri)15:09:37No.501105906, make america great means make american great britain,['news_&_social_concern']
p501094535,You now remember this,03/21/25(Fri)12:40:39No.501094535,remember,['diaries_&_daily_life']
p501100424,"These morons were using the wrong glue.>Tesla has been forced to recall every Cybertruck it has ever sold after safety regulators raised an issue with the glue used to attach one of its stainless steel panels.>The US National Highway Traffic Safety Administration (NHTSA) will oversee the recall of 46,100 Cybertrucks, marking the eighth recall for Tesla’s electric pickup truck since deliveries to customers began just over a year ago.>A report from the NHTSA warned that an exterior panel that runs along the left and right side of the windscreen can detach while driving, creating a hazard for other drivers.https://www.the-independent.com/tech/tesla-cybertruck-recall-glue-panels-musk-b2719222.htmlRemind me why it's ""illegal"" to boycott these death traps again?",03/21/25(Fri)14:00:29No.501100424,morons using wrong glue tesla forced recall every cybertruck ever sold safety regulators raised issue glue used attach one stainless steel panels us national highway traffic safety administration  nhtsa  oversee recall   cybertrucks  marking eighth recall tesla’s electric pickup truck since deliveries customers began year ago report nhtsa warned exterior panel runs along left right side windscreen detach driving  creating hazard drivers https www independent com tech tesla cybertruck recall glue panels musk b htmlremind  illegal  boycott death traps ,"['business_&_entrepreneurs', 'news_&_social_concern']"
p501101889,https://www.independent.co.uk/news/world/americas/us-politics/trump-commonwealth-offer-us-member-b2719470.html,03/21/25(Fri)14:18:38No.501101889,https www independent co uk news world americas us politics trump commonwealth offer us member b html,['news_&_social_concern']
p501105136,">Ooh, don't go telling everybody>And overlook this supposed crimeWhy are women allowed to sing about molesting children?",03/21/25(Fri)14:59:30No.501105136, ooh  go telling everybody overlook supposed crimewhy women allowed sing molesting children ,['news_&_social_concern']
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179,convinced majority shitalians white  they’re literally brown semitic tomatokikes,['news_&_social_concern']
p501102188,i just learnt about chemtrails,03/21/25(Fri)14:22:28No.501102188,learnt chemtrails,"['news_&_social_concern', 'science_&_technology']"
p501080933,,03/21/25(Fri)09:19:55No.501080933,,
p501099049,"Uh oh.. looks like theyre turning comments off, just like biden did. Sigh.",03/21/25(Fri)13:41:07No.501099049,uh oh  looks like theyre turning comments  like biden  sigh ,['news_&_social_concern']
p501100625,Reminder that you WILL be labeled as a traitor for not supporting this.,03/21/25(Fri)14:02:52No.501100625,reminder labeled traitor supporting ,['news_&_social_concern']
p501104049,>date a woman 13 years older than you>get called a pedo,03/21/25(Fri)14:46:19No.501104049, date woman  years older get called pedo,['diaries_&_daily_life']
p501097122,>BALTICS 100% WHITEBALTICS 100% WHITE>BALTICS 100% WHITEBALTICS 100% WHITE>BALTICS 100% WHITE,03/21/25(Fri)13:15:09No.501097122, baltics   whitebaltics   white baltics   whitebaltics   white baltics   white,"['diaries_&_daily_life', 'news_&_social_concern']"
p501103732,Wikipedia refuses to recognize English as the official US Language,03/21/25(Fri)14:42:17No.501103732,wikipedia refuses recognize english official us language,['science_&_technology']
p501101168,"Seriously bros, what actually stands between them and the English channel? Besides Ukrainian villages I meean. One they finish meatgrinding Pokrovsk, what stops them before reaching Calais?",03/21/25(Fri)14:09:36No.501101168,seriously bros  actually stands english channel  besides ukrainian villages meean  one finish meatgrinding pokrovsk  stops reaching calais ,['film_tv_&_video']
p501099640,America was not founded by these subhuman pagans. They don't belong here. Post jeet memes.,03/21/25(Fri)13:49:40No.501099640,america founded subhuman pagans  belong  post jeet memes ,['news_&_social_concern']
p501102729,">Trump is 'open to the idea' of selling F-35 jets to Turkey if the Russia-made S-400 system is made inoperable through partially disassembling, sources tell Fox Newsallahu akbar we will blow up greece with our new stealth jets. thank you orange man.",03/21/25(Fri)14:29:37No.501102729, trump  open idea  selling f  jets turkey russia made  system made inoperable partially disassembling  sources tell fox newsallahu akbar blow greece new stealth jets  thank orange man ,"['news_&_social_concern', 'science_&_technology']"
p501095545,Have you thanked a leftist today for saving the country?,03/21/25(Fri)12:54:09No.501095545,thanked leftist today saving country ,['news_&_social_concern']
p501081812,You can't refute this. This one and the teeth always convinces regular people.,03/21/25(Fri)09:36:08No.501081812,refute  one teeth always convinces regular people ,[]
p501103843,"#1 post now there. like tf who is even a nazi? let alone elon musk? like what does a present day nazi even do? post antisemitic memes online for shits and giggles?it all goes back to elon's ""nazi salute"" and if it truly was it's not like the audience was sig heiling behind him.",03/21/25(Fri)14:43:38No.501103843,# post  like tf even nazi  let alone elon musk  like present day nazi even  post antisemitic memes online shits giggles goes back elon  nazi salute  truly like audience sig heiling behind ,['news_&_social_concern']
p501086999,Would you buy a beautiful Tesla car to support Elon Musk?,03/21/25(Fri)10:56:53No.501086999,would buy beautiful tesla car support elon musk ,"['business_&_entrepreneurs', 'science_&_technology']"
p501105139,UK: The prime minster firmly believes his nation’s rape gang crisis is due to Islamophobia. If the English would just adopt Pakistani culture they would stop raping children.YOUR HATE IS TO BLAME FOR CHILDREN BEING RAPED.https://x.com/amuse/status/1903019271849959803,03/21/25(Fri)14:59:33No.501105139,uk  prime minster firmly believes nation’s rape gang crisis due islamophobia  english would adopt pakistani culture would stop raping children hate blame children raped https x com amuse status ,['news_&_social_concern']
p501099937,"At the end of the new Assassin's Creed game, the hulking black bull beats the absolute shit out of the boss.While this is happening, drums, Japanese rap and the words CHING CHONG WHA CHA NINJAAAAAA are song in an African chant. You can't make this shit up.Is this the final gasp of hyper cucked white lib produced games? Will this radicalize the Niponese? Will Yasuke impregnate the great Oda Nobunaga's ripe virgin sister? You be the judge /pol/",03/21/25(Fri)13:53:51No.501099937,end new assassin creed game  hulking black bull beats absolute shit boss happening  drums  japanese rap words ching chong wha cha ninjaaaaaa song african chant  make shit final gasp hyper cucked white lib produced games  radicalize niponese  yasuke impregnate great oda nobunaga ripe virgin sister  judge  pol ,['gaming']
p501095590,Should elon be in jail for market manipulation?,03/21/25(Fri)12:54:50No.501095590,elon jail market manipulation ,"['news_&_social_concern', 'science_&_technology']"
p501101290,"Be selfish, think of yourself. All my male friends with kids regret their choice and the excessive time and resources they must now forego. Children are not worth the headache. I am 38, wealthy, child free, and I love it. I sleep in on the weekends and do what I want, when I want. Bout to fuck a 10/10 model tier Hungarian 21 year old sugar baby, she will be my cumdumpster for the evening. I can literally afford a new sugar baby every day because I do not have kids",03/21/25(Fri)14:11:14No.501101290,selfish  think  male friends kids regret choice excessive time resources must forego  children worth headache    wealthy  child free  love  sleep weekends want  want  bout fuck   model tier hungarian  year old sugar baby  cumdumpster evening  literally afford new sugar baby every day kids,"['diaries_&_daily_life', 'family']"
p501105613,*mic drop*,03/21/25(Fri)15:05:44No.501105613, mic drop ,['music']
p501105471,>/pol is full of nazis>putin openly hates nazis>/pol loves putinMake it make sense,03/21/25(Fri)15:03:49No.501105471, pol full nazis putin openly hates nazis pol loves putinmake make sense,['news_&_social_concern']
p501080933,,03/21/25(Fri)09:19:55No.501080933,,
p501084235,Why are Americans never able to refute European leftists?,03/21/25(Fri)10:15:01No.501084235,americans never able refute european leftists ,['news_&_social_concern']
p501101820,>White-East Asian interbreeding le bad in principle because it just is okay.,03/21/25(Fri)14:17:48No.501101820, white east asian interbreeding le bad principle okay ,['news_&_social_concern']
p501051364,MORE DOCSITS RELEVANTISRAELI NUCLEAR PROGRAM SPOTTEDhttps://www.archives.gov/files/research/jfk/releases/2025/0318/206-10001-10012.pdf (pg5),03/20/25(Thu)22:32:38No.501051364,docsits relevantisraeli nuclear program spottedhttps www archives gov files research jfk releases      pdf  pg ,"['news_&_social_concern', 'science_&_technology']"
p501101889,https://www.independent.co.uk/news/world/americas/us-politics/trump-commonwealth-offer-us-member-b2719470.html,03/21/25(Fri)14:18:38No.501101889,https www independent co uk news world americas us politics trump commonwealth offer us member b html,['news_&_social_concern']
p501102658,"antifa violence, endless new waves of vandalism, and now ordering assassination-by-cop on peoplewtf else do they need to do before people step in?or are they just hoping the right will take matters into their own hands so they can blame it on them?",03/21/25(Fri)14:28:41No.501102658,antifa violence  endless new waves vandalism  ordering assassination cop peoplewtf else need people step hoping right take matters hands blame ,['news_&_social_concern']
p501099640,America was not founded by these subhuman pagans. They don't belong here. Post jeet memes.,03/21/25(Fri)13:49:40No.501099640,america founded subhuman pagans  belong  post jeet memes ,['news_&_social_concern']
p501101137,When did you realize abortion is the one issue that proves the left are massive hypocrites?No one who is pro-abortion can ever claim to be pro-human rights or pro-equality. The mass-murder of babies in the womb is the biggest genocide in human history.,03/21/25(Fri)14:09:10No.501101137,realize abortion one issue proves left massive hypocrites one pro abortion ever claim pro human rights pro equality  mass murder babies womb biggest genocide human history ,['news_&_social_concern']
p501102838,"Trump's full response:""Well, you know, I was given the task of releasing that, because many presidents have gone through it and they haven’t released. And I said, release. We even released Social Security numbers. I didn’t want anything deleted. They said, sir, what about Social Security? People long gone. But they’re long gone, so I can’t imagine.But I said, if you don’t delete it, if you do delete it, we have people that are going to say, why did you delete it? There’s something in there. So we gave Social Security, and we gave everything. And the rest is for you to look at, Peter. You’re going to see whether or not you see anything. But we’ve given it. We’re doing it with Dr. Martin Luther King, too. They’re preparing all of that. They’re going to release everything. and whoever else they want. I mean, you know, we have nothing. We really have nothing to hide. We shouldn’t have.You know, when a lot of time goes by. But with the Kennedy files, in particular, they were going crazy on them. I don’t think there’s anything. that’s earth-shattering, but you’ll have to make that determination. In those, you know, it’s 80,000. It’s actually 88,000. And we have some additional things, as you know, come out today. And for that, you can go to the offices and you can see whatever you want to see. Everything is out there, totally open. The additional stuff is available later on today. You go over to the offices and you can have it immediately. And you’ll make a determination.""https://www.mediaite.com/tv/trump-cant-answer-when-peter-doocy-asks-simple-question-who-killed-kennedy/It's a good thing those 80,000 JFK files were released! Promises made, promises kept!",03/21/25(Fri)14:31:12No.501102838,trump full response well  know  given task releasing  many presidents gone haven’t released  said  release  even released social security numbers  didn’t want anything deleted  said  sir  social security  people long gone  they’re long gone  can’t imagine said  don’t delete  delete  people going say  delete  there’s something  gave social security  gave everything  rest look  peter  you’re going see whether see anything  we’ve given  we’re dr  martin luther king   they’re preparing  they’re going release everything  whoever else want  mean  know  nothing  really nothing hide  shouldn’t know  lot time goes  kennedy files  particular  going crazy  don’t think there’s anything  that’s earth shattering  you’ll make determination   know  it’s    it’s actually    additional things  know  come today   go offices see whatever want see  everything  totally open  additional stuff available later today  go offices immediately  you’ll make determination https www mediaite com tv trump cant answer peter doocy asks simple question killed kennedy good thing   jfk files released  promises made  promises kept ,['news_&_social_concern']
p501106517,>Mette Frederiksen says she considers “mass migration … as a threat to the daily life in Europe.”>https://www.politico.eu/article/mette-frederiksen-denmark-jd-vance-migration-asylum-refugees/,03/21/25(Fri)15:17:57No.501106517, mette frederiksen says considers “mass migration … threat daily life europe ” https www politico eu article mette frederiksen denmark jd vance migration asylum refugees ,['news_&_social_concern']
p501097641,Not like we can see into their soul or some bollocks,03/21/25(Fri)13:22:16No.501097641,like see soul bollocks,['music']
p501103732,Wikipedia refuses to recognize English as the official US Language,03/21/25(Fri)14:42:17No.501103732,wikipedia refuses recognize english official us language,['science_&_technology']
p501099465,NEW PROPAGANDA JUST DROPPED: https://youtu.be/WQYGcBcEcEU[Embed],03/21/25(Fri)13:47:09No.501099465,new propaganda dropped  https youtu wqygcbceceu embed ,['news_&_social_concern']
p501076978,"GO WOKE, GO BR...",03/21/25(Fri)08:05:40No.501076978,go woke  go br ,['news_&_social_concern']
p501105139,UK: The prime minster firmly believes his nation’s rape gang crisis is due to Islamophobia. If the English would just adopt Pakistani culture they would stop raping children.YOUR HATE IS TO BLAME FOR CHILDREN BEING RAPED.https://x.com/amuse/status/1903019271849959803,03/21/25(Fri)14:59:33No.501105139,uk  prime minster firmly believes nation’s rape gang crisis due islamophobia  english would adopt pakistani culture would stop raping children hate blame children raped https x com amuse status ,['news_&_social_concern']
p501101841,RUSSIA HAS LAUNCHED A NUKE AT AN ISLAND IN THE BLACK SEA!!!WW3 IS HERE!!!,03/21/25(Fri)14:18:03No.501101841,russia launched nuke island black sea ww ,['news_&_social_concern']
