thread_id,thread_text,time
p501101985,"For whoever cares to hear about it, there is massive defrauding of the taxpayers occurring at FCI Thomson in Illinois. It is a federal prison that used to be a state super max, but it got shut down after being deemed inhumane. The feds bought the vacant building and turned it into a low-security prison, and now have about 2000 inmates there. Approximately half the staff at FCI Thomson used to work at the super-max, and during that time their pay was substantially higher. Why? Because at a super-max, staff members automatically get hazard pay.So, how is the administration trying to make up for the pay reduction? Why, by putting the entire prison on lockdown continuously of course.In the feds, going on lockdown means keeping all the inmates in the 2 man cells continuously, which effectively turns the whole prison into the SHU. It has the side-effect of cutting the inmates off from any physical means of communication to the outside. And it also has the side-effect of ensuring that all the guards and staff make huge amounts of overtime whilst actually performing less work. Although their shifts become longer, all the programming and most administrative request processes become disabled. The guards at Thomson go a little bit further by only letting the kitchen staff out for a few hours during lockdowns, so the guards do not even have to take over cooking / passing out the food either (except for unlocking the small slot on the door).The general idea behind lockdowns in the feds is that they are supposed to be an extraordinary measure in response to some extreme danger. Basically, if there's a race riot or a gang war, a prison will go on lockdown. Its not supposed to be the normal status of a prison, because it will eventually make people go violent and crazy. At FCI Thomson, they spent ~3 months out of the last year on lockdown, and so far in 2025 they have spent 40 days on lockdown. We are only 3 months into the year, and this is for low-security inmates!",03/21/25(Fri)14:19:52No.501101985
p501064137,"I'm proud of Ukrainians for inflicting so much pain and suffering on scum fuck Russians invading Europe.It has been a joy to watch all the gore kino, I literally feel high when I watch Russian invaders suffer, Schadenfreude is one hell of a drug.Russians should learn not to fuck with Europeans.",03/21/25(Fri)02:52:06No.501064137
p501097433,Every 27 days China opens a new nuclear power plant.,03/21/25(Fri)13:19:30No.501097433
p501102729,">Trump is 'open to the idea' of selling F-35 jets to Turkey if the Russia-made S-400 system is made inoperable through partially disassembling, sources tell Fox Newsallahu akbar we will blow up greece with our new stealth jets. thank you orange man.",03/21/25(Fri)14:29:37No.501102729
p501103382,>The only good russian is a dead oneWhy does this statement trigger nu/pol/ so much?,03/21/25(Fri)14:37:55No.501103382
p501086795,Was 4chan ever a leftist site?Was there ever an appreciable number of leftists in this place?,03/21/25(Fri)10:53:45No.501086795
p501102729,">Trump is 'open to the idea' of selling F-35 jets to Turkey if the Russia-made S-400 system is made inoperable through partially disassembling, sources tell Fox Newsallahu akbar we will blow up greece with our new stealth jets. thank you orange man.",03/21/25(Fri)14:29:37No.501102729
p501105165,Blaming Jews for everything is just as retarded as blaming Russians for everything.,03/21/25(Fri)15:00:02No.501105165
p501096641,Why don't women and niggers ever try to use DEI to get jobs like this?,03/21/25(Fri)13:09:05No.501096641
p501101820,>White-East Asian interbreeding le bad in principle because it just is okay.,03/21/25(Fri)14:17:48No.501101820
p501105613,*mic drop*,03/21/25(Fri)15:05:44No.501105613
p501096816,Realistically what do I do? Even if I pay $1000 a month it will take me 68 months + daily compounded interest,03/21/25(Fri)13:11:22No.501096816
p501105763,"Both have the right to vote, and their votes are equal.",03/21/25(Fri)15:07:42No.501105763
p501091388,What are the political implications of black murders being portrayed as white?,03/21/25(Fri)11:56:35No.501091388
p501102658,"antifa violence, endless new waves of vandalism, and now ordering assassination-by-cop on peoplewtf else do they need to do before people step in?or are they just hoping the right will take matters into their own hands so they can blame it on them?",03/21/25(Fri)14:28:41No.501102658
p501101876,why work in a cubicle if russia will kill us soon,03/21/25(Fri)14:18:28No.501101876
p501104439,What are the implications of this?,03/21/25(Fri)14:51:09No.501104439
p501101824,"Pic related is the future. We need each other. Germany has no chance to reach world power level without the rest of us (location, population, economy) and the rest of us will remain irrelevant and an easy target of the Jew without an uncucked Germany.>GDP at 6,2 trillion USD, with potential to grow even bigger>Population (post deportation) at 110 million>Capital being Berlin, German being Lingua Franca>Industry>Nature>Population>Access to polar areas>Agriculture44/118 periodic table discoveries would have been Germanic, and we would have 208 total Nobel Laureates in all field.The only real issue is language - which isn't even a problem if we just create a functioning, representative state (look at India, China, Nigeria etc. They work in practise but not on paper – why? Because in spite of their language differences they aren’t even ethnically the same – we would be, brothers):All above and much, much more. We are literally the greatest people of all time. We could be self-sufficient in all areas. A Germanic Homeland, with the potential to become a great power both militarily and economically, and which already is by far in fields of culture and history, would allow us to preserve our people in a hostile world. It would allow us to counter the threads of China, India, the islamic world, the United States, Russia. I think it needs to be a serious option. All Germanics should care about their own Volk, and it extends beyond the present day borders we live in. Our people’s best interest are served by creating a cultural and strong sphere not influenced by foreign powers, backed up by a defence force that is capable of keeping us safe. That is what our Germanic State would be. No radical change in any culture, but a guarantee that we can develop our own culture without any foreigners influencing or altering it.>Scandinavian ""Tyskland"", German ""Deutschland"" and Dutch ""Duitsland"" all mean ""Land of the people"" originally",03/21/25(Fri)14:17:50No.501101824
p501099640,America was not founded by these subhuman pagans. They don't belong here. Post jeet memes.,03/21/25(Fri)13:49:40No.501099640
p501097641,Not like we can see into their soul or some bollocks,03/21/25(Fri)13:22:16No.501097641
p501099465,NEW PROPAGANDA JUST DROPPED: https://youtu.be/WQYGcBcEcEU[Embed],03/21/25(Fri)13:47:09No.501099465
p501095545,Have you thanked a leftist today for saving the country?,03/21/25(Fri)12:54:09No.501095545
p501101290,"Be selfish, think of yourself. All my male friends with kids regret their choice and the excessive time and resources they must now forego. Children are not worth the headache. I am 38, wealthy, child free, and I love it. I sleep in on the weekends and do what I want, when I want. Bout to fuck a 10/10 model tier Hungarian 21 year old sugar baby, she will be my cumdumpster for the evening. I can literally afford a new sugar baby every day because I do not have kids",03/21/25(Fri)14:11:14No.501101290
p501104654,>government doesn't care how many of them will die>allies don't care>they don't careare ukranians the most hated and worthless nation in the world?,03/21/25(Fri)14:53:48No.501104654
p501101290,"Be selfish, think of yourself. All my male friends with kids regret their choice and the excessive time and resources they must now forego. Children are not worth the headache. I am 38, wealthy, child free, and I love it. I sleep in on the weekends and do what I want, when I want. Bout to fuck a 10/10 model tier Hungarian 21 year old sugar baby, she will be my cumdumpster for the evening. I can literally afford a new sugar baby every day because I do not have kids",03/21/25(Fri)14:11:14No.501101290
p501066789,I didn’t feel it when I was younger. Now it’s like this cold void is constantly and consistently pulling my soul. What happens at the moment you die? Does consciousness stop? Do we go to a different realm? Do we collapse into the size of an atom? I’m fucking terrified . I can’t really watch and movies or television anymore . It’s like my consciousness is so aware of reality that I disassociate within. These feelings got worse the more I dwelled into gnostic thought processes.,03/21/25(Fri)03:56:09No.501066789
p501104654,>government doesn't care how many of them will die>allies don't care>they don't careare ukranians the most hated and worthless nation in the world?,03/21/25(Fri)14:53:48No.501104654
p501101841,RUSSIA HAS LAUNCHED A NUKE AT AN ISLAND IN THE BLACK SEA!!!WW3 IS HERE!!!,03/21/25(Fri)14:18:03No.501101841
p501103637,"She is objectively nasty, has a world class RBF, and is a TDS nut.Famously, destroyed Sarah Palin with that fish in a barrel interview.Despite this, there is barely anything negative about her found through search results on Google and Youtube. How can she not have hundreds of compilations of her being a cunt???She is also protected on Google search autocomplete...Does anyone have an explanation for the lack of negativity online? Is she a mockingbird asset?",03/21/25(Fri)14:41:06No.501103637
p501104439,What are the implications of this?,03/21/25(Fri)14:51:09No.501104439
p501101889,https://www.independent.co.uk/news/world/americas/us-politics/trump-commonwealth-offer-us-member-b2719470.html,03/21/25(Fri)14:18:38No.501101889
p501105036,North Sentinel Island hate thread.Hate on these niggers.If you zoom in on pic rel you can see his TBC.,03/21/25(Fri)14:58:22No.501105036
p501106074,"I genuinely fucking hate women and I hate the fact that I am attracted to them still. I wish I didn't have such a high libido because all it seems to be is a huge distraction which causes me to back track in life.But anyways, I have a BPD ex GF who is attempting to sabotage my dumbass any chance she gets. We had first met 3 years ago. she is a Canadian(and fucking 10/10 gorgeous, legitmately the closest thing I've ever seen to Kim Kardashian in person) who over-stayed her traveler's visa and decided to say fuck it and just live in the US(First redflag I ignored).Her familiy is Iranian, Muslim and although being born and raised in Canada, married her first cousin years before she met me and lived in Iran for two years. I only figured out that it was her first cousin when she was explaining her family tree to me and slipped up.WHen we first met on a dating app, it was like imediately we were texting and calling every single day for most of the day. WIthin a week we were hanging out and a week after that sheTwo weeks in, she admitted to being diagnored with BPD, I was well aware of the disorder but felt like I was already in to deep. I had succumbded to a case of bitch dependence.I had brought up to her through text that I was concerned that she would eventually switch up on me due to her BPD and told her to just leave me alone for a few days. She blew up my fucking phone talking about how she never wanted to get like that towards me. Proving to me that she is fully aware of the shit she does but obviously does not care,We keep dating, she moves in with me, things are good but we fight every once in while where she projects the bullshit she does onto me, makes bullshit up, tries to manipulate and control the narriative and this infuriates me to no end.",03/21/25(Fri)15:11:52No.501106074
p501105534,"I have tendies, I'm white and I'll vote republican.",03/21/25(Fri)15:04:38No.501105534
p501105070,"While everyone was distracted with the pyramid pillar conspiracy theories, Israel has just began their ground invasion of Palestine with the full backing of Donald Trump. Is this the end of Hamas and Palestine as a terrorist base?",03/21/25(Fri)14:58:50No.501105070
p501099465,NEW PROPAGANDA JUST DROPPED: https://youtu.be/WQYGcBcEcEU[Embed],03/21/25(Fri)13:47:09No.501099465
p501104654,>government doesn't care how many of them will die>allies don't care>they don't careare ukranians the most hated and worthless nation in the world?,03/21/25(Fri)14:53:48No.501104654
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179
p501097433,Every 27 days China opens a new nuclear power plant.,03/21/25(Fri)13:19:30No.501097433
p501106782,Amerimutt post of the day.,03/21/25(Fri)15:21:19No.501106782
p501103794,"""White people"" isn't even a real thing. We're literally all different. ""White"" is just a step toward Globalism. Be yourself, reabsorb the agency you're feeding to this psyopped phantom, and make your own actual acheivements instead of ""identifying"" with some acheivements of bygone eras.",03/21/25(Fri)14:42:55No.501103794
p501101824,"Pic related is the future. We need each other. Germany has no chance to reach world power level without the rest of us (location, population, economy) and the rest of us will remain irrelevant and an easy target of the Jew without an uncucked Germany.>GDP at 6,2 trillion USD, with potential to grow even bigger>Population (post deportation) at 110 million>Capital being Berlin, German being Lingua Franca>Industry>Nature>Population>Access to polar areas>Agriculture44/118 periodic table discoveries would have been Germanic, and we would have 208 total Nobel Laureates in all field.The only real issue is language - which isn't even a problem if we just create a functioning, representative state (look at India, China, Nigeria etc. They work in practise but not on paper – why? Because in spite of their language differences they aren’t even ethnically the same – we would be, brothers):All above and much, much more. We are literally the greatest people of all time. We could be self-sufficient in all areas. A Germanic Homeland, with the potential to become a great power both militarily and economically, and which already is by far in fields of culture and history, would allow us to preserve our people in a hostile world. It would allow us to counter the threads of China, India, the islamic world, the United States, Russia. I think it needs to be a serious option. All Germanics should care about their own Volk, and it extends beyond the present day borders we live in. Our people’s best interest are served by creating a cultural and strong sphere not influenced by foreign powers, backed up by a defence force that is capable of keeping us safe. That is what our Germanic State would be. No radical change in any culture, but a guarantee that we can develop our own culture without any foreigners influencing or altering it.>Scandinavian ""Tyskland"", German ""Deutschland"" and Dutch ""Duitsland"" all mean ""Land of the people"" originally",03/21/25(Fri)14:17:50No.501101824
p501105606,>enter /chug/ thread>talk shit about russians and call them non-whites>enter /uhg/ thread>talk shit about ukrainians and call them non- white>infiniteseetheglitch.jpgits so easy,03/21/25(Fri)15:05:37No.501105606
p501105978,>studied hard>Had a shit office job but make good money>Have a son with wife at 25 because muh legacy meme>Didn't know you have a 1/36 chance of autist son (and increasing every year)(if you take all severe disabilities you have 5-10% depending of the country)>He is sever autist (you can't detect severe autism during pregnacy)>He is 9yo>Can't talk only makes weird noises>Only play with baby toys>He have to wear diapers because somedays he refuses to go to the bath>Some days he becomes agresive and destroys the house>He only sleeps 3-4h>No sex with wife (sex drive goes to 0 when you don't sleep a full night for years)>Only fun thing of my life is playing some vidya in the bus to work>Regret not being a comfy happy neet.,03/21/25(Fri)15:10:41No.501105978
p501103671,What was the point of Assad?,03/21/25(Fri)14:41:32No.501103671
p501100424,"These morons were using the wrong glue.>Tesla has been forced to recall every Cybertruck it has ever sold after safety regulators raised an issue with the glue used to attach one of its stainless steel panels.>The US National Highway Traffic Safety Administration (NHTSA) will oversee the recall of 46,100 Cybertrucks, marking the eighth recall for Tesla’s electric pickup truck since deliveries to customers began just over a year ago.>A report from the NHTSA warned that an exterior panel that runs along the left and right side of the windscreen can detach while driving, creating a hazard for other drivers.https://www.the-independent.com/tech/tesla-cybertruck-recall-glue-panels-musk-b2719222.htmlRemind me why it's ""illegal"" to boycott these death traps again?",03/21/25(Fri)14:00:29No.501100424
p501104660,Denmark is the best country in Europe and I'm tired of pretending it's not.,03/21/25(Fri)14:53:50No.501104660
p501105839,Trump didn't make any remarks about this dude's outfit uh. Wear a suit or else I'm going INSANEEEEEEE. HAVE YOU SAID THANKS? AAAAAAH,03/21/25(Fri)15:08:39No.501105839
p501088511,Can you go too far with a whore?,03/21/25(Fri)11:19:06No.501088511
p501089839,"Sorry Britbros, but coffee is so much more delicious than tea. I'm on my 10th cup for the day. Black, of course. No sugar. The only way to drink coffee.",03/21/25(Fri)11:37:42No.501089839
p501103732,Wikipedia refuses to recognize English as the official US Language,03/21/25(Fri)14:42:17No.501103732
p501104620,.,03/21/25(Fri)14:53:18No.501104620
p501104470,"Really?, look at it!!You are telling me that somebody bought this fucking shit?? Get the fuck out of here!!!",03/21/25(Fri)14:51:32No.501104470
p501100625,Reminder that you WILL be labeled as a traitor for not supporting this.,03/21/25(Fri)14:02:52No.501100625
p501106782,Amerimutt post of the day.,03/21/25(Fri)15:21:19No.501106782
p501051364,MORE DOCSITS RELEVANTISRAELI NUCLEAR PROGRAM SPOTTEDhttps://www.archives.gov/files/research/jfk/releases/2025/0318/206-10001-10012.pdf (pg5),03/20/25(Thu)22:32:38No.501051364
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179
p501105887,RAF now have the F-47 technology. No more illegal military experimentation on us! Nato pilot is DEAD,03/21/25(Fri)15:09:23No.501105887
p501079694,,03/21/25(Fri)08:55:59No.501079694
p501099426,You can't be racist and pagan.You can't be pro-white and pagan.You can't be pro-christian and pagan.You can't be anti-semetic and pagan.You can't be a nazi and a pagan at the same time.,03/21/25(Fri)13:46:30No.501099426
p501106009,The average european city in current year,03/21/25(Fri)15:10:58No.501106009
p501097433,Every 27 days China opens a new nuclear power plant.,03/21/25(Fri)13:19:30No.501097433
p501092555,"Protestantism is to me a sort of anti-religion. Over the course of its existence, it has shattered the cultural patrimony of Europe and denuded Christianity of all its venerable religious traditions. It led Europeans down a slippery slope that passed by Liberalism, Deism and the so-called Enlightenment and crapped us out in Nihilismland, where marxist thugs, satanists and positivist pointyheads all putt about. I can't imagine why anyone wanting to convert to Christianity would choose a protestant denomination as their first preference.",03/21/25(Fri)12:13:04No.501092555
p501096289,Poilievre is afraid...he has no policy. The conservatives have no policy; they look at the opinion polls and then try to softball pander to the polls instead of having real plans and real leadership. Poilievre caved on the vax tyranny. Poilievre is sucking Hindu ass for votes...Poilievre has never been anything more than a politician. He's never worked in the free enterprise sector...https://www.youtube.com/watch?v=Kwg3BIwpZLE[Embed],03/21/25(Fri)13:04:16No.501096289
p501093934,What now /pol/ what now!.....,03/21/25(Fri)12:31:56No.501093934
p501064137,"I'm proud of Ukrainians for inflicting so much pain and suffering on scum fuck Russians invading Europe.It has been a joy to watch all the gore kino, I literally feel high when I watch Russian invaders suffer, Schadenfreude is one hell of a drug.Russians should learn not to fuck with Europeans.",03/21/25(Fri)02:52:06No.501064137
p501102063,Are the orcs responsible for what Sauron orders them?Pic unrelated,03/21/25(Fri)14:20:49No.501102063
p501104542,SAY HIS NAME,03/21/25(Fri)14:52:17No.501104542
p501103273,I still dont know what a hooknose is supposed to look like and what part of the nose hooks. Can someone show me a jewish nose and circle the jewish part? I know whites with massive bird beaks and bogged nose bridges but you guys say thats a roman nose.,03/21/25(Fri)14:36:45No.501103273
p501104766,They're afraid of fairy tales.,03/21/25(Fri)14:55:11No.501104766
p501081505,>make a nigger slave turned sword holder a Samurai>make him have sex with Japanese royalty>make him destroy Shinto shrines>make him kill actual Samurai>make japanese people non binary>make a white man an antagonist of the gameWhy would Indians do this? What do they have against Japan?,03/21/25(Fri)09:30:35No.501081505
p501102264,Why would the government hide UFOs? Who cares if aliens visited,03/21/25(Fri)14:23:30No.501102264
p501105906,>Make America Great Again means Make American Great Britain Again,03/21/25(Fri)15:09:37No.501105906
p501094535,You now remember this,03/21/25(Fri)12:40:39No.501094535
p501100424,"These morons were using the wrong glue.>Tesla has been forced to recall every Cybertruck it has ever sold after safety regulators raised an issue with the glue used to attach one of its stainless steel panels.>The US National Highway Traffic Safety Administration (NHTSA) will oversee the recall of 46,100 Cybertrucks, marking the eighth recall for Tesla’s electric pickup truck since deliveries to customers began just over a year ago.>A report from the NHTSA warned that an exterior panel that runs along the left and right side of the windscreen can detach while driving, creating a hazard for other drivers.https://www.the-independent.com/tech/tesla-cybertruck-recall-glue-panels-musk-b2719222.htmlRemind me why it's ""illegal"" to boycott these death traps again?",03/21/25(Fri)14:00:29No.501100424
p501101889,https://www.independent.co.uk/news/world/americas/us-politics/trump-commonwealth-offer-us-member-b2719470.html,03/21/25(Fri)14:18:38No.501101889
p501105136,">Ooh, don't go telling everybody>And overlook this supposed crimeWhy are women allowed to sing about molesting children?",03/21/25(Fri)14:59:30No.501105136
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179
p501102188,i just learnt about chemtrails,03/21/25(Fri)14:22:28No.501102188
p501080933,,03/21/25(Fri)09:19:55No.501080933
p501099049,"Uh oh.. looks like theyre turning comments off, just like biden did. Sigh.",03/21/25(Fri)13:41:07No.501099049
p501100625,Reminder that you WILL be labeled as a traitor for not supporting this.,03/21/25(Fri)14:02:52No.501100625
p501104049,>date a woman 13 years older than you>get called a pedo,03/21/25(Fri)14:46:19No.501104049
p501097122,>BALTICS 100% WHITEBALTICS 100% WHITE>BALTICS 100% WHITEBALTICS 100% WHITE>BALTICS 100% WHITE,03/21/25(Fri)13:15:09No.501097122
p501103732,Wikipedia refuses to recognize English as the official US Language,03/21/25(Fri)14:42:17No.501103732
p501101168,"Seriously bros, what actually stands between them and the English channel? Besides Ukrainian villages I meean. One they finish meatgrinding Pokrovsk, what stops them before reaching Calais?",03/21/25(Fri)14:09:36No.501101168
p501099640,America was not founded by these subhuman pagans. They don't belong here. Post jeet memes.,03/21/25(Fri)13:49:40No.501099640
p501102729,">Trump is 'open to the idea' of selling F-35 jets to Turkey if the Russia-made S-400 system is made inoperable through partially disassembling, sources tell Fox Newsallahu akbar we will blow up greece with our new stealth jets. thank you orange man.",03/21/25(Fri)14:29:37No.501102729
p501095545,Have you thanked a leftist today for saving the country?,03/21/25(Fri)12:54:09No.501095545
p501081812,You can't refute this. This one and the teeth always convinces regular people.,03/21/25(Fri)09:36:08No.501081812
p501103843,"#1 post now there. like tf who is even a nazi? let alone elon musk? like what does a present day nazi even do? post antisemitic memes online for shits and giggles?it all goes back to elon's ""nazi salute"" and if it truly was it's not like the audience was sig heiling behind him.",03/21/25(Fri)14:43:38No.501103843
p501086999,Would you buy a beautiful Tesla car to support Elon Musk?,03/21/25(Fri)10:56:53No.501086999
p501105139,UK: The prime minster firmly believes his nation’s rape gang crisis is due to Islamophobia. If the English would just adopt Pakistani culture they would stop raping children.YOUR HATE IS TO BLAME FOR CHILDREN BEING RAPED.https://x.com/amuse/status/1903019271849959803,03/21/25(Fri)14:59:33No.501105139
p501099937,"At the end of the new Assassin's Creed game, the hulking black bull beats the absolute shit out of the boss.While this is happening, drums, Japanese rap and the words CHING CHONG WHA CHA NINJAAAAAA are song in an African chant. You can't make this shit up.Is this the final gasp of hyper cucked white lib produced games? Will this radicalize the Niponese? Will Yasuke impregnate the great Oda Nobunaga's ripe virgin sister? You be the judge /pol/",03/21/25(Fri)13:53:51No.501099937
p501095590,Should elon be in jail for market manipulation?,03/21/25(Fri)12:54:50No.501095590
p501101290,"Be selfish, think of yourself. All my male friends with kids regret their choice and the excessive time and resources they must now forego. Children are not worth the headache. I am 38, wealthy, child free, and I love it. I sleep in on the weekends and do what I want, when I want. Bout to fuck a 10/10 model tier Hungarian 21 year old sugar baby, she will be my cumdumpster for the evening. I can literally afford a new sugar baby every day because I do not have kids",03/21/25(Fri)14:11:14No.501101290
p501105613,*mic drop*,03/21/25(Fri)15:05:44No.501105613
p501105471,>/pol is full of nazis>putin openly hates nazis>/pol loves putinMake it make sense,03/21/25(Fri)15:03:49No.501105471
p501080933,,03/21/25(Fri)09:19:55No.501080933
p501084235,Why are Americans never able to refute European leftists?,03/21/25(Fri)10:15:01No.501084235
p501101820,>White-East Asian interbreeding le bad in principle because it just is okay.,03/21/25(Fri)14:17:48No.501101820
p501051364,MORE DOCSITS RELEVANTISRAELI NUCLEAR PROGRAM SPOTTEDhttps://www.archives.gov/files/research/jfk/releases/2025/0318/206-10001-10012.pdf (pg5),03/20/25(Thu)22:32:38No.501051364
p501101889,https://www.independent.co.uk/news/world/americas/us-politics/trump-commonwealth-offer-us-member-b2719470.html,03/21/25(Fri)14:18:38No.501101889
p501102658,"antifa violence, endless new waves of vandalism, and now ordering assassination-by-cop on peoplewtf else do they need to do before people step in?or are they just hoping the right will take matters into their own hands so they can blame it on them?",03/21/25(Fri)14:28:41No.501102658
p501099640,America was not founded by these subhuman pagans. They don't belong here. Post jeet memes.,03/21/25(Fri)13:49:40No.501099640
p501101137,When did you realize abortion is the one issue that proves the left are massive hypocrites?No one who is pro-abortion can ever claim to be pro-human rights or pro-equality. The mass-murder of babies in the womb is the biggest genocide in human history.,03/21/25(Fri)14:09:10No.501101137
p501102838,"Trump's full response:""Well, you know, I was given the task of releasing that, because many presidents have gone through it and they haven’t released. And I said, release. We even released Social Security numbers. I didn’t want anything deleted. They said, sir, what about Social Security? People long gone. But they’re long gone, so I can’t imagine.But I said, if you don’t delete it, if you do delete it, we have people that are going to say, why did you delete it? There’s something in there. So we gave Social Security, and we gave everything. And the rest is for you to look at, Peter. You’re going to see whether or not you see anything. But we’ve given it. We’re doing it with Dr. Martin Luther King, too. They’re preparing all of that. They’re going to release everything. and whoever else they want. I mean, you know, we have nothing. We really have nothing to hide. We shouldn’t have.You know, when a lot of time goes by. But with the Kennedy files, in particular, they were going crazy on them. I don’t think there’s anything. that’s earth-shattering, but you’ll have to make that determination. In those, you know, it’s 80,000. It’s actually 88,000. And we have some additional things, as you know, come out today. And for that, you can go to the offices and you can see whatever you want to see. Everything is out there, totally open. The additional stuff is available later on today. You go over to the offices and you can have it immediately. And you’ll make a determination.""https://www.mediaite.com/tv/trump-cant-answer-when-peter-doocy-asks-simple-question-who-killed-kennedy/It's a good thing those 80,000 JFK files were released! Promises made, promises kept!",03/21/25(Fri)14:31:12No.501102838
p501106517,>Mette Frederiksen says she considers “mass migration … as a threat to the daily life in Europe.”>https://www.politico.eu/article/mette-frederiksen-denmark-jd-vance-migration-asylum-refugees/,03/21/25(Fri)15:17:57No.501106517
p501097641,Not like we can see into their soul or some bollocks,03/21/25(Fri)13:22:16No.501097641
p501103732,Wikipedia refuses to recognize English as the official US Language,03/21/25(Fri)14:42:17No.501103732
p501099465,NEW PROPAGANDA JUST DROPPED: https://youtu.be/WQYGcBcEcEU[Embed],03/21/25(Fri)13:47:09No.501099465
p501076978,"GO WOKE, GO BR...",03/21/25(Fri)08:05:40No.501076978
p501105139,UK: The prime minster firmly believes his nation’s rape gang crisis is due to Islamophobia. If the English would just adopt Pakistani culture they would stop raping children.YOUR HATE IS TO BLAME FOR CHILDREN BEING RAPED.https://x.com/amuse/status/1903019271849959803,03/21/25(Fri)14:59:33No.501105139
p501101841,RUSSIA HAS LAUNCHED A NUKE AT AN ISLAND IN THE BLACK SEA!!!WW3 IS HERE!!!,03/21/25(Fri)14:18:03No.501101841
p501104855,"Why do americans hate mexicans so much? I can understand hating niggers, but mexicans? They are hardworking christians, literally the salt of the earth.They were the ones taking care of mowing your lawn and for cheap cleaning services and this is how you people treat them?White people charge an arm and a leg for labor work. Good luck finding affordable service.White men also overwhelmingly date latinas which means that now there will be more of them being deported.",03/21/25(Fri)14:56:16No.501104855
p501099688,Do you think we could drain the melanin from a nigger's skin?This would solve alot of problems.,03/21/25(Fri)13:50:15No.501099688
p501099688,Do you think we could drain the melanin from a nigger's skin?This would solve alot of problems.,03/21/25(Fri)13:50:15No.501099688
p501103843,"#1 post now there. like tf who is even a nazi? let alone elon musk? like what does a present day nazi even do? post antisemitic memes online for shits and giggles?it all goes back to elon's ""nazi salute"" and if it truly was it's not like the audience was sig heiling behind him.",03/21/25(Fri)14:43:38No.501103843
p501105452,"Why should I hate non-whites, they have never actually caused any harm to me",03/21/25(Fri)15:03:34No.501105452
p501094596,">Heathrow to resume some flights and hopes to run full operation tomorrowhttps://www.bbc.co.uk/news/live/cly24zvvwxlt>Putin would breach Ukraine deal if it is not defended, says PMhttps://www.bbc.co.uk/news/articles/cwyd0v3344qo>Government borrowing higher than expected in Februaryhttps://www.bbc.co.uk/news/articles/c0jglw54yvyo>Badenoch warns Tories of difficult local electionshttps://www.bbc.co.uk/news/articles/cvg5dpl1j4zo>Uber offers 20 hours of free childcare in bid to lure female drivershttps://www.bbc.co.uk/news/articles/cgm1pmdlvx8o",03/21/25(Fri)12:41:36No.501094596
p501097641,Not like we can see into their soul or some bollocks,03/21/25(Fri)13:22:16No.501097641
p501089839,"Sorry Britbros, but coffee is so much more delicious than tea. I'm on my 10th cup for the day. Black, of course. No sugar. The only way to drink coffee.",03/21/25(Fri)11:37:42No.501089839
p501086795,Was 4chan ever a leftist site?Was there ever an appreciable number of leftists in this place?,03/21/25(Fri)10:53:45No.501086795
p501089871,Made by boeing though so will it be bogged? Apparently it's been flying for 5 years,03/21/25(Fri)11:38:10No.501089871
p501106785,why are zoomers so much uglier than their parents?,03/21/25(Fri)15:21:23No.501106785
p501100027,Why are Americans the only people in the world who defend (((car dependency)))?,03/21/25(Fri)13:55:03No.501100027
p501081812,You can't refute this. This one and the teeth always convinces regular people.,03/21/25(Fri)09:36:08No.501081812
p501099362,notice something,03/21/25(Fri)13:45:26No.501099362
p501100181,Why are young white men across the world turning to Fascism and National Socialism?What are the implications of this?,03/21/25(Fri)13:57:13No.501100181
p501094167,Should all russians be expelled from European countries? I think it would lead to lasting peace.,03/21/25(Fri)12:35:14No.501094167
p501105070,"While everyone was distracted with the pyramid pillar conspiracy theories, Israel has just began their ground invasion of Palestine with the full backing of Donald Trump. Is this the end of Hamas and Palestine as a terrorist base?",03/21/25(Fri)14:58:50No.501105070
p501081812,You can't refute this. This one and the teeth always convinces regular people.,03/21/25(Fri)09:36:08No.501081812
p501105906,>Make America Great Again means Make American Great Britain Again,03/21/25(Fri)15:09:37No.501105906
p501102375,>scientists from english speaking country cant even speak english fluentlyBWAHAHAHA these south african dudes were diversity hireshttps://youtu.be/zAKSVhAnaQs?si=zDXoMyB6Mvu_k2hi[Embed],03/21/25(Fri)14:24:53No.501102375
p501103637,"She is objectively nasty, has a world class RBF, and is a TDS nut.Famously, destroyed Sarah Palin with that fish in a barrel interview.Despite this, there is barely anything negative about her found through search results on Google and Youtube. How can she not have hundreds of compilations of her being a cunt???She is also protected on Google search autocomplete...Does anyone have an explanation for the lack of negativity online? Is she a mockingbird asset?",03/21/25(Fri)14:41:06No.501103637
p501089389,">‘The View’ Whoopi Goldberg has a MELTDOWN and says she is “enraged” by Donald Trump saying that “There is a definite anti-White feeling in the country”>“Yeah, Sir. Nobody in your family was hung. Nobody in your family was chased because of the color of their skin. How dare you? There’s no anti-white issue here. You are perpetrating anti-humanist issues here”https://youtube.com/shorts/pu_uzPQgBaY?si=ijPsAGO98TINSBG6",03/21/25(Fri)11:31:43No.501089389
p501099688,Do you think we could drain the melanin from a nigger's skin?This would solve alot of problems.,03/21/25(Fri)13:50:15No.501099688
